UID,FirstName,LastName,GamerTag,City,Age,GamerScore,State
1629028,Deandre,Ayton,deaayt,Phoenix,30,75,Arizona
1629029,Luka,Doncic,lukdon,Dallas,38,0,Texas
1629033,Theo,Pinson,thepin,Brooklyn,41,25,New York
1629034,Ray,Spalding,rayspa,Phoenix,19,57,Arizona
1629035,Carsen,Edwards,caredw,Boston,38,50,Massachusetts
1629037,Keenan,Evans,keeeva,Detroit,36,0,Michigan
1629044,Shamorie,Ponds,shapon,Toronto,16,67,Ohio
1629045,Bonzie,Colson,boncol,Milwaukee,22,50,Wisconsin
1629048,Goga,Bitadze,gogbit,Indiana,13,17,Pennsylvania
1629050,Jeffrey,Carroll,jefcar,Los Angeles,29,0,California
1629052,Oshae,Brissett,oshbri,Indiana,22,43,Pennsylvania
1629053,Vincent,Edwards,vinedw,Houston,40,100,Texas
1629056,Terence,Davis,terdav,Sacramento,36,62,California
1629057,Robert,Williams,robwil,Boston,33,50,Massachusetts
1629058,Dzanan,Musa,dzamus,Brooklyn,34,25,New York
1629059,Elie,Okobo,elioko,Phoenix,17,14,Arizona
1629060,Rui,Hachimura,ruihac,Washington,14,46,District of Columbia
1629061,Deng,Adel,denade,Cleveland,42,14,Ohio
1629066,Rodions,Kurucs,rodkur,Brooklyn,22,50,New York
1629067,Isaac,Bonga,isabon,Washington,32,100,District of Columbia
1629076,Tyler,Cook,tylcoo,Cleveland,18,0,Ohio
1629078,Doral,Moore,dormoo,Memphis,38,60,Tennessee
1629083,Arnoldas,Kulboka,arnkul,Charlotte,29,0,North Carolina
1629091,Elijah,Bryant,elibry,Milwaukee,17,0,Wisconsin
1629093,Tyler,Davis,tyldav,Oklahoma City,31,0,Oklahoma
1629102,Brandon,Sampson,brasam,Chicago,23,0,Illinois
1629103,Kelan,Martin,kelmar,Indiana,31,0,Pennsylvania
1629109,Gary,Clark,garcla,Houston,27,75,Texas
1629111,Jock,Landale,joclan,San Antonio,28,75,Texas
1629117,Wenyen,Gabriel,wengab,Sacramento,43,67,California
1629118,Thomas,Welsh,thowel,Denver,25,50,Colorado
1629121,Jaylen,Adams,jayada,Atlanta,28,50,Georgia
1629122,J.P.,Macura,j.pmac,Cleveland,24,0,Ohio
1629126,Deonte,Burton,deobur,Oklahoma City,36,67,Oklahoma
1629129,Trevon,Bluiett,treblu,New Orleans,37,75,Louisiana
1629130,Duncan,Robinson,dunrob,Miami,43,50,Florida
1629132,Braian,Angola-Rodas,braang,Orlando,41,0,Florida
1629133,Daryl,Macon,darmac,Miami,38,100,Florida
1629134,Kendrick,Nunn,kennun,Miami,43,54,Florida
1629136,Elijah,Stewart,eliste,Indiana,26,25,Pennsylvania
1629137,Joel,Berry,joeber,Los Angeles,22,0,California
1629139,Yuta,Watanabe,yutwat,Toronto,34,100,Ohio
1629140,Johnathan,Williams,johwil,Los Angeles,14,75,California
1629142,Yanyuhang,Ding,yandin,Dallas,32,0,Texas
1629145,Isaiah,Wilkins,isawil,Charlotte,28,0,North Carolina
1629146,Zach,Smith,zacsmi,Charlotte,37,0,North Carolina
1629147,Joe,Chealey,joeche,Charlotte,31,100,North Carolina
1629148,Johnny,Hamilton,johham,Detroit,25,50,Michigan
1629149,Codi,Miller-McIntyre,codmil,Dallas,40,0,Texas
1629150,Emanuel,Terry,emater,Cleveland,35,50,Ohio
1629151,Ryan,Broekhoff,ryabro,Dallas,28,25,Texas
1629152,DeVaughn,Akoon-Purcell,devako,Oklahoma City,35,0,Oklahoma
1629154,Rob,Gray,robgra,Houston,23,0,Texas
1629155,Zach,Lofton,zaclof,Detroit,16,40,Michigan
1629156,Markel,Crawford,marcra,Memphis,32,50,Tennessee
1629159,Marcus,Lee,marlee,Miami,36,57,Florida
1629164,Brandon,Goodwin,bragoo,Atlanta,24,25,Georgia
1629165,Nick,King,nickin,Boston,36,50,Massachusetts
1629166,Jeff,Roberson,jefrob,Boston,20,100,Massachusetts
1629168,BJ,Johnson,bjjoh,Miami,35,33,Florida
1629186,Tiwian,Kendley,tiwken,Washington,27,0,District of Columbia
1629203,Jemerrio,Jones,jemjon,Los Angeles,23,40,California
1629216,Gabe,Vincent,gabvin,Miami,44,62,Florida
1629226,Ismaila,Kane,ismkan,Memphis,42,0,Tennessee
1629232,Kaiser,Gates,kaigat,Boston,42,0,Massachusetts
1629234,Drew,Eubanks,dreeub,San Antonio,36,80,Texas
1629244,Cameron,Reynolds,camrey,Milwaukee,28,50,Wisconsin
1629245,Nuni,Omot,nunomo,Brooklyn,20,100,New York
1629246,Tyrius,Walker,tyrwal,New York,38,0,New York
1629270,Todd,Withers,todwit,Detroit,22,0,Michigan
1629285,Angel,Rodriguez,angrod,Houston,36,50,Texas
1629305,Marcus,Allen,marall,Los Angeles,15,20,California
1629309,Trayvon,Palmer,trapal,Detroit,19,0,Michigan
1629312,Haywood,Highsmith,hayhig,Philadelphia,24,50,Pennsylvania
1629353,Isaac,Humphries,isahum,Orlando,29,0,Florida
1629541,Dairis,Bertans,daiber,New Orleans,13,25,Louisiana
1629594,Bennie,Boatwright,benboa,Memphis,26,0,Tennessee
1629595,Phil,Booth,phiboo,Washington,24,50,District of Columbia
1629596,Bryce,Brown,brybro,New York,35,33,New York
1629597,Zylan,Cheatham,zylche,New Orleans,21,0,Louisiana
1629598,Chris,Clemons,chrcle,Houston,41,40,Texas
1629600,Jarron,Cumberland,jarcum,Portland,14,0,Oregon
1629602,Javin,DeLaurier,javdel,Charlotte,34,100,North Carolina
1629603,Mamadi,Diakite,mamdia,Oklahoma City,26,20,Oklahoma
1629604,CJ,Elleby,cjell,Portland,14,20,Oregon
1629605,Tacko,Fall,tacfal,Boston,41,67,Massachusetts
1629606,Robert,Franks,robfra,Charlotte,33,67,North Carolina
1629607,Jared,Harper,jarhar,New Orleans,35,50,Louisiana
1629608,Dewan,Hernandez,dewher,Toronto,42,67,Ohio
1629610,DaQuan,Jeffries,daqjef,Houston,28,0,Texas
1629612,Luke,Maye,lukmay,Milwaukee,15,0,Wisconsin
1629616,Josh,Perkins,josper,Charlotte,43,33,North Carolina
1629617,Reggie,Perry,regper,Brooklyn,23,50,New York
1629619,Myles,Powell,mylpow,Philadelphia,40,0,Pennsylvania
1629620,Justin,Robinson,jusrob,Washington,42,33,District of Columbia
1629621,Marial,Shayok,marsha,Philadelphia,41,33,Pennsylvania
1629622,Max,Strus,maxstr,Miami,29,43,Florida
1629623,Lindell,Wigginton,linwig,Milwaukee,40,0,Wisconsin
1629624,Kenny,Wooten,kenwoo,Houston,19,0,Texas
1629626,Bol,Bol,bolbol,Denver,20,33,Colorado
1629627,Zion,Williamson,ziowil,New Orleans,33,72,Louisiana
1629628,RJ,Barrett,rjbar,New York,25,33,New York
1629629,Cam,Reddish,camred,Atlanta,31,27,Georgia
1629630,Ja,Morant,jamor,Memphis,21,56,Tennessee
1629631,De'Andre,Hunter,de'hun,Atlanta,36,53,Georgia
1629632,Coby,White,cobwhi,Chicago,43,75,Illinois
1629634,Brandon,Clarke,bracla,Memphis,22,46,Tennessee
1629635,Sekou,Doumbouya,sekdou,Detroit,39,17,Michigan
1629636,Darius,Garland,dargar,Cleveland,17,35,Ohio
1629637,Jaxson,Hayes,jaxhay,New Orleans,29,100,Louisiana
1629638,Nickeil,Alexander-Walker,nicale,New Orleans,22,30,Louisiana
1629639,Tyler,Herro,tylher,Miami,36,55,Florida
1629640,Keldon,Johnson,keljoh,San Antonio,21,17,Texas
1629641,Romeo,Langford,romlan,Boston,22,33,Massachusetts
1629642,Nassir,Little,naslit,Portland,25,64,Oregon
1629643,Chuma,Okeke,chuoke,Orlando,23,57,Florida
1629644,KZ,Okpala,kzokp,Miami,38,78,Florida
1629645,Kevin,Porter,kevpor,Houston,40,33,Texas
1629646,Charles,Bassey,chabas,Philadelphia,36,100,Pennsylvania
1629647,Darius,Bazley,darbaz,Oklahoma City,35,17,Oklahoma
1629648,Jordan,Bone,jorbon,Orlando,27,60,Florida
1629649,Ignas,Brazdeikis,ignbra,Orlando,33,0,Florida
1629650,Moses,Brown,mosbro,Oklahoma City,16,33,Oklahoma
1629651,Nic,Claxton,niccla,Brooklyn,16,0,New York
1629652,Luguentz,Dort,lugdor,Oklahoma City,42,67,Oklahoma
1629653,Devon,Dotson,devdot,Chicago,35,100,Illinois
1629655,Daniel,Gafford,dangaf,Washington,25,75,District of Columbia
1629656,Quentin,Grimes,quegri,New York,23,56,New York
1629657,Kyle,Guy,kylguy,Sacramento,22,20,California
1629658,Jaylen,Hoard,jayhoa,Oklahoma City,33,33,Oklahoma
1629659,Talen,Horton-Tucker,talhor,Los Angeles,44,69,California
1629660,Ty,Jerome,tyjer,Oklahoma City,14,29,Oklahoma
1629661,Cameron,Johnson,camjoh,Phoenix,24,57,Arizona
1629662,Mfiondu,Kabengele,mfikab,Cleveland,41,17,Ohio
1629663,Louis,King,loukin,Sacramento,42,40,California
1629664,Dedric,Lawson,dedlaw,San Antonio,23,0,Texas
1629665,Jalen,Lecque,jallec,Phoenix,16,33,Arizona
1629666,Charles,Matthews,chamat,Cleveland,18,25,Ohio
1629667,Jalen,McDaniels,jalmcd,Charlotte,40,38,North Carolina
1629670,Jordan,Nwora,jornwo,Milwaukee,39,42,Wisconsin
1629674,Neemias,Queta,neeque,Sacramento,29,0,California
1629676,Isaiah,Roby,isarob,Oklahoma City,32,37,Oklahoma
1629677,Luka,Samanic,luksam,San Antonio,24,50,Texas
1629678,Admiral,Schofield,admsch,Washington,44,62,District of Columbia
1629679,Simisola,Shittu,simshi,Chicago,40,0,Illinois
1629680,Matisse,Thybulle,matthy,Philadelphia,15,25,Pennsylvania
1629681,Killian,Tillie,kiltil,Memphis,34,50,Tennessee
1629682,Tremont,Waters,trewat,Boston,44,54,Massachusetts
1629684,Grant,Williams,grawil,Boston,13,57,Massachusetts
1629685,Dylan,Windler,dylwin,Cleveland,31,33,Ohio
1629686,Deividas,Sirvydis,deisir,Detroit,37,0,Michigan
1629689,Aric,Holman,arihol,Dallas,32,0,Texas
1629690,Adam,Mokoka,adamok,Chicago,36,25,Illinois
1629712,Didi,Louzada,didlou,New Orleans,37,0,Louisiana
1629713,Justin,James,jusjam,Sacramento,33,67,California
1629715,Javon,Bess,javbes,New Orleans,23,0,Louisiana
1629717,Armoni,Brooks,armbro,Houston,24,50,Texas
1629718,Charlie,Brown,chabro,Philadelphia,18,29,Pennsylvania
1629719,Devontae,Cacok,devcac,San Antonio,31,100,Texas
1629721,JaKeenan,Gant,jakgan,Indiana,30,0,Pennsylvania
1629723,John,Konchar,johkon,Memphis,31,40,Tennessee
1629724,Vic,Law,viclaw,Orlando,17,100,Florida
1629725,Jeremiah,Martin,jermar,Cleveland,28,0,Ohio
1629726,Garrison,Mathews,garmat,Washington,22,43,District of Columbia
1629729,Josh,Reaves,josrea,Dallas,20,60,Texas
1629730,Rayjon,Tucker,raytuc,Philadelphia,18,0,Pennsylvania
1629731,Dean,Wade,deawad,Cleveland,24,60,Ohio
1629734,Kyle,Alexander,kylale,Miami,20,0,Florida
1629735,Chris,Silva,chrsil,Sacramento,35,100,California
1629738,Vincent,Poirier,vinpoi,Boston,41,33,Massachusetts
1629739,William,Howard,wilhow,Houston,27,57,Texas
1629740,Nicolo,Melli,nicmel,Dallas,13,0,Texas
1629741,Marko,Guduric,margud,Memphis,18,100,Tennessee
1629743,Donta,Hall,donhal,Orlando,36,100,Florida
1629745,Tariq,Owens,tarowe,Phoenix,28,0,Arizona
1629746,Christ,Koumadje,chrkou,Philadelphia,13,100,Pennsylvania
1629750,Javonte,Green,javgre,Chicago,13,46,Illinois
1629751,Dakota,Mathias,dakmat,Philadelphia,44,0,Pennsylvania
1629752,Juwan,Morgan,juwmor,Toronto,37,67,Ohio
1629753,Isaiah,Pineiro,isapin,Sacramento,26,0,California
1629755,Hassani,Gravett,hasgra,Orlando,43,40,Florida
1629756,Daulton,Hommes,dauhom,New Orleans,31,100,Louisiana
1629759,Ahmed,Hill,ahmhil,Charlotte,25,33,North Carolina
1629760,Matt,Mooney,matmoo,Cleveland,13,25,Ohio
1629779,Justin,Simon,jussim,Chicago,38,20,Illinois
1629783,Shaq,Buchanan,shabuc,Memphis,43,50,Tennessee
1629788,Tyler,Hall,tylhal,New York,37,0,New York
1629819,Yudai,Baba,yudbab,Dallas,20,0,Texas
1629824,Jalen,Adams,jalada,New Orleans,27,100,Louisiana
1629825,Perrion,Callandret,percal,Chicago,39,100,Illinois
1629826,Norense,Odiase,norodi,Phoenix,22,0,Arizona
1629833,Keljin,Blevins,kelble,Portland,27,0,Oregon
1629873,Jaysean,Paige,jaypai,Detroit,26,0,Michigan
1629958,Ahmad,Caver,ahmcav,Indiana,21,50,Pennsylvania
1629962,Devin,Cannady,devcan,Orlando,40,67,Florida
1630163,LaMelo,Ball,lambal,Charlotte,33,41,North Carolina
1630165,Killian,Hayes,kilhay,Detroit,41,71,Michigan
1630166,Deni,Avdija,denavd,Washington,21,17,District of Columbia
1630167,Obi,Toppin,obitop,New York,20,43,New York
1630168,Onyeka,Okongwu,onyoko,Atlanta,28,67,Georgia
1630169,Tyrese,Haliburton,tyrhal,Sacramento,28,42,California
1630170,Devin,Vassell,devvas,San Antonio,19,27,Texas
1630171,Isaac,Okoro,isaoko,Cleveland,23,55,Ohio
1630172,Patrick,Williams,patwil,Chicago,24,46,Illinois
1630173,Precious,Achiuwa,preach,Toronto,25,67,Ohio
1630174,Aaron,Nesmith,aarnes,Boston,34,67,Massachusetts
1630175,Cole,Anthony,colant,Orlando,29,54,Florida
1630176,Vernon,Carey,vercar,Charlotte,19,67,North Carolina
1630177,Theo,Maledon,themal,Oklahoma City,35,29,Oklahoma
1630178,Tyrese,Maxey,tyrmax,Philadelphia,25,56,Pennsylvania
1630179,Tyrell,Terry,tyrter,Dallas,29,20,Texas
1630180,Saddiq,Bey,sadbey,Detroit,37,53,Michigan
1630181,R.J.,Hampton,r.jham,Orlando,39,33,Florida
1630182,Josh,Green,josgre,Dallas,44,33,Texas
1630184,Kira,Lewis,kirlew,New Orleans,19,56,Louisiana
1630186,Jahmi'us,Ramsey,jahram,Sacramento,24,25,California
1630188,Jalen,Smith,jalsmi,Indiana,30,78,Pennsylvania
1630189,Tyler,Bey,tylbey,Dallas,30,100,Texas
1630191,Isaiah,Stewart,isaste,Detroit,13,29,Michigan
1630192,Zeke,Nnaji,zeknna,Denver,24,29,Colorado
1630193,Immanuel,Quickley,immqui,New York,16,35,New York
1630194,Paul,Reed,pauree,Philadelphia,26,50,Pennsylvania
1630197,Aleksej,Pokusevski,alepok,Oklahoma City,24,19,Oklahoma
1630198,Isaiah,Joe,isajoe,Philadelphia,20,100,Pennsylvania
1630199,Cassius,Stanley,cassta,Indiana,26,0,Pennsylvania
1630200,Tre,Jones,trejon,San Antonio,31,75,Texas
1630201,Malachi,Flynn,malfly,Toronto,33,55,Ohio
1630202,Payton,Pritchard,paypri,Boston,32,46,Massachusetts
1630203,Grant,Riller,graril,Charlotte,33,25,North Carolina
1630205,Lamar,Stevens,lamste,Cleveland,13,30,Ohio
1630207,Nate,Hinton,nathin,Indiana,13,0,Pennsylvania
1630208,Nick,Richards,nicric,Charlotte,18,0,North Carolina
1630209,Omer,Yurtseven,omeyur,Miami,16,40,Florida
1630210,Markus,Howard,marhow,Denver,26,0,Colorado
1630211,Karim,Mane,karman,Orlando,23,0,Florida
1630213,Yoeli,Childs,yoechi,Washington,13,25,District of Columbia
1630214,Xavier,Tillman,xavtil,Memphis,40,71,Tennessee
1630216,Cassius,Winston,caswin,Washington,41,0,District of Columbia
1630217,Desmond,Bane,desban,Memphis,23,30,Tennessee
1630218,Robert,Woodard,robwoo,Sacramento,35,100,California
1630219,Skylar,Mays,skymay,Atlanta,13,0,Georgia
1630221,Josh,Hall,joshal,Oklahoma City,31,43,Oklahoma
1630222,Mason,Jones,masjon,Houston,39,0,Texas
1630223,Jalen,Harris,jalhar,Toronto,33,50,Ohio
1630224,Jalen,Green,jalgre,Houston,37,36,Texas
1630225,Isaiah,Todd,isatod,Washington,23,0,District of Columbia
1630227,Daishen,Nix,dainix,Houston,26,83,Texas
1630230,Naji,Marshall,najmar,New Orleans,37,50,Louisiana
1630231,Kenyon,Martin,kenmar,Houston,21,56,Texas
1630232,Kahlil,Whitney,kahwhi,Charlotte,28,0,North Carolina
1630233,Nathan,Knight,natkni,Atlanta,15,67,Georgia
1630234,Ty-Shon,Alexander,ty-ale,Phoenix,18,0,Arizona
1630237,Anthony,Lamb,antlam,Houston,20,57,Texas
1630240,Saben,Lee,sablee,Detroit,32,43,Michigan
1630241,Sam,Merrill,sammer,Milwaukee,23,50,Wisconsin
1630243,Trevelin,Queen,treque,Houston,38,67,Texas
1630245,Ayo,Dosunmu,ayodos,Chicago,28,56,Illinois
1630249,Vit,Krejci,vitkre,Oklahoma City,34,75,Oklahoma
1630250,Marko,Simonovic,marsim,Chicago,34,0,Illinois
1630253,Sean,McDermott,seamcd,Memphis,19,75,Tennessee
1630254,Breein,Tyree,bretyr,Miami,20,0,Florida
1630256,Jae'Sean,Tate,jaetat,Houston,22,60,Texas
1630257,Jon,Teske,jontes,Memphis,28,0,Tennessee
1630258,Caleb,Homesley,calhom,Washington,25,14,District of Columbia
1630260,Marlon,Taylor,martay,Washington,34,0,District of Columbia
1630261,Jahlil,Tripp,jahtri,Memphis,41,0,Tennessee
1630262,Rayshaun,Hammonds,rayham,Indiana,30,0,Pennsylvania
1630264,Anthony,Gill,antgil,Washington,14,50,District of Columbia
1630266,Will,Magnay,wilmag,New Orleans,24,0,Louisiana
1630267,Facundo,Campazzo,faccam,Denver,28,44,Colorado
1630268,Nate,Darling,natdar,Charlotte,17,0,North Carolina
1630269,Keandre,Cook,keacoo,Charlotte,31,0,North Carolina
1630270,Xavier,Sneed,xavsne,Charlotte,27,67,North Carolina
1630271,Brodric,Thomas,brotho,Cleveland,31,67,Ohio
1630273,Freddie,Gillespie,fregil,Toronto,43,33,Ohio
1630286,Trevon,Scott,tresco,Cleveland,34,0,Ohio
1630296,Braxton,Key,brakey,Philadelphia,19,100,Pennsylvania
1630306,Rob,Edwards,robedw,Oklahoma City,29,33,Oklahoma
1630314,Brandon,Williams,brawil,Portland,13,0,Oregon
1630322,Lindy,Waters,linwat,Oklahoma City,44,55,Oklahoma
1630466,Gabriel,Deck,gabdec,Oklahoma City,13,71,Oklahoma
1630525,David,Johnson,davjoh,Toronto,44,0,Ohio
1630526,Jeremiah,Robinson-Earl,jerrob,Oklahoma City,28,33,Oklahoma
1630528,Josh,Christopher,joschr,Houston,27,43,Texas
1630529,Herbert,Jones,herjon,New Orleans,20,73,Louisiana
1630530,Trey,Murphy,tremur,New Orleans,39,44,Louisiana
1630531,Jaden,Springer,jadspr,Philadelphia,40,0,Pennsylvania
1630532,Franz,Wagner,frawag,Orlando,13,33,Florida
1630533,Ziaire,Williams,ziawil,Memphis,42,57,Tennessee
1630535,Greg,Brown,grebro,Portland,37,33,Oregon
1630536,Sharife,Cooper,shacoo,Atlanta,40,50,Georgia
1630537,Chris,Duarte,chrdua,Indiana,36,44,Pennsylvania
1630538,Bones,Hyland,bonhyl,Denver,31,57,Colorado
1630539,Kai,Jones,kaijon,Charlotte,33,100,North Carolina
1630540,Miles,McBride,milmcb,New York,16,33,New York
1630543,Isaiah,Jackson,isajac,Indiana,28,50,Pennsylvania
1630544,Tre,Mann,treman,Oklahoma City,14,0,Oklahoma
1630547,James,Bouknight,jambou,Charlotte,24,44,North Carolina
1630549,Day'Ron,Sharpe,daysha,Brooklyn,42,67,New York
1630550,JT,Thor,jttho,Charlotte,36,33,North Carolina
1630551,Justin,Champagnie,juscha,Toronto,38,0,Ohio
1630552,Jalen,Johnson,jaljoh,Atlanta,20,0,Georgia
1630555,Joel,Ayayi,joeaya,Los Angeles,29,0,California
1630556,Kessler,Edwards,kesedw,Brooklyn,27,60,New York
1630557,Corey,Kispert,corkis,Washington,27,14,District of Columbia
1630558,Davion,Mitchell,davmit,Sacramento,14,71,California
1630559,Austin,Reaves,ausrea,Los Angeles,28,83,California
1630560,Cam,Thomas,camtho,Brooklyn,14,67,New York
1630561,David,Duke,davduk,Brooklyn,29,33,New York
1630563,Joshua,Primo,jospri,San Antonio,13,88,Texas
1630565,Aaron,Henry,aarhen,Philadelphia,24,0,Pennsylvania
1630567,Scottie,Barnes,scobar,Toronto,21,30,Ohio
1630568,Luka,Garza,lukgar,Detroit,34,0,Michigan
1630569,DJ,Steward,djste,Sacramento,14,33,California
1630570,Trendon,Watford,trewat,Portland,13,0,Oregon
1630572,Sandro,Mamukelashvili,sanmam,Milwaukee,24,44,Wisconsin
1630573,Sam,Hauser,samhau,Boston,21,60,Massachusetts
1630575,Scottie,Lewis,scolew,Charlotte,31,0,North Carolina
1630578,Alperen,Sengun,alpsen,Houston,38,50,Texas
1630579,Jericho,Sims,jersim,New York,21,75,New York
1630580,Joe,Wieskamp,joewie,San Antonio,36,100,Texas
1630581,Josh,Giddey,josgid,Oklahoma City,32,29,Oklahoma
1630582,Yves,Pons,yvepon,Memphis,33,0,Tennessee
1630583,Santi,Aldama,sanald,Memphis,27,100,Tennessee
1630585,Marcus,Garrett,margar,Miami,27,0,Florida
1630586,Usman,Garuba,usmgar,Houston,27,0,Texas
1630587,Isaiah,Livers,isaliv,Detroit,16,50,Michigan
1630591,Jalen,Suggs,jalsug,Orlando,28,50,Florida
1630595,Cade,Cunningham,cadcun,Detroit,41,38,Michigan
1630596,Evan,Mobley,evamob,Cleveland,40,67,Ohio
1630597,DJ,Stewart,djste,Miami,21,0,Florida
1630598,Aaron,Wiggins,aarwig,Oklahoma City,29,62,Oklahoma
1630602,Chaundee,Brown,chabro,Los Angeles,26,0,California
1630603,Aamir,Simms,aamsim,New York,39,0,New York
1630605,JaQuori,McLaughlin,jaqmcl,Dallas,34,0,Texas
1630606,Javonte,Smart,javsma,Miami,18,0,Florida
1630610,DeJon,Jarreau,dejjar,Indiana,27,0,Pennsylvania
1630612,RJ,Nembhard,rjnem,Cleveland,29,57,Ohio
1630613,Duane,Washington,duawas,Indiana,21,11,Pennsylvania
1630622,Jalen,Crutcher,jalcru,Charlotte,34,25,North Carolina
1630624,Feron,Hunt,ferhun,Dallas,41,75,Texas
1630625,Dalano,Banton,dalban,Toronto,27,50,Ohio
1630631,Jose,Alvarado,josalv,New Orleans,42,0,Louisiana
1630637,Carlik,Jones,carjon,Dallas,24,0,Texas
1630639,A.J.,Lawson,a.jlaw,Atlanta,37,67,Georgia
1630640,MJ,Walker,mjwal,Phoenix,28,0,Arizona
1630642,Mitch,Ballock,mitbal,Cleveland,30,67,Ohio
1630643,Jay,Huff,jayhuf,Los Angeles,39,0,California
1630644,Mac,McClung,macmcc,Los Angeles,14,0,California
1630645,Matt,Coleman,matcol,Sacramento,39,0,California
1630647,Eugene,Omoruyi,eugomo,Dallas,21,0,Texas
1630648,Jordan,Schakel,jorsch,Washington,30,0,District of Columbia
1630651,Romeo,Weems,romwee,Memphis,37,33,Tennessee
1630678,Terry,Taylor,tertay,Indiana,37,57,Pennsylvania
1630679,Ethan,Thompson,eththo,Chicago,43,100,Illinois
1630686,Georgios,Kalaitzakis,geokal,Milwaukee,20,25,Wisconsin
1630688,Ish,Wainright,ishwai,Toronto,40,0,Ohio
1630691,Jamorko,Pickett,jampic,Detroit,23,33,Michigan
1630692,Jordan,Goodwin,jorgoo,Washington,43,0,District of Columbia
1630693,Jaime,Echenique,jaiech,Washington,13,0,District of Columbia
1630695,Micah,Potter,micpot,Detroit,22,50,Michigan
1630696,Dru,Smith,drusmi,Miami,41,33,Florida
1630698,Kevin,Pangos,kevpan,Cleveland,35,40,Ohio
1630758,Aleem,Ford,alefor,Orlando,20,0,Florida
1630787,Cameron,McGriff,cammcg,Charlotte,39,50,North Carolina
1630792,Malcolm,Hill,malhil,Atlanta,44,0,Georgia
1630846,Olivier,Sarr,olisar,Oklahoma City,35,33,Oklahoma
122683568,Vernon,Macklin,vermac,Detroit,25,50,Michigan
1962936270,Dionte,Christmas,diochr,Philadelphia,44,0,Pennsylvania
1962936483,Jan,Vesely,janves,Washington,18,43,District of Columbia
1962936489,Brian,Skinner,briski,Memphis,21,40,Tennessee
1962936495,Damien,Wilkins,damwil,Detroit,44,25,Michigan
1962937827,Matt,Matt,matmat,Sacramento,15,0,California
